Li,B,O,Na,Mg,Al,Si,P,K,Ca,Ti,Cr,Mn,Fe,Ni,Zn,Rb,Sr,Y,Zr,Mo,Ru,Te,I,Cs,Ba,La,Hf,Ce,Pr,Nd,S_autres_TR,Température,Poh,Ln(V0)
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,6.508446923,-0.6931471806
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,5.208446923,-0.5108256238
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,4.108446923,-0.3566749439
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,2.108446923,2.302585093
4.12,8.37,58.76,6.62,0,2.01,15.92,0.09,0,1.1,0,0.03,0.09,0.52,0.06,0.76,0.02,0.06,0.03,0.24,0.21,0.11,0.02,0,0.11,0.07,0.05,0,0.4,0,0.17,0.04,90,1.108446923,2.708050201
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,90,5.108446923,-1.049822124
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,150,3.894913151,1.717395054
0,0,62.4,0,0,5.85,16.87,0,0,8.74,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,200,3.118741414,3.039270576
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,90,5.108446923,-1.560647748
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,150,3.894913151,0.6471032421
0,0,62.69,0,0,5.74,16.54,0,0,8.58,3.82,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.94,0,200,3.118741414,3.438171984
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90,5.078446923,-0.5978370008
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,150,3.614913151,1.512927012
0,0,63.62,0,0,7.53,18.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,200,1.568741414,4.181744753
0,10.38,61.2,3.16,0,8.47,12.84,0,0,1.07,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,2.31,0,100,5.129090178,-0.2231435513
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,-0.7339691751
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,5.350792864,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,4.850792864,-0.04082199452
0,0,58.26,13.15,0,0,22.71,0,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,80,4.850792864,-0.04082199452
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,5.350792864,0.652325186
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,4.850792864,2.954910279
0,10.76,59.4,10.76,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,80,4.850792864,0.652325186
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,1.504077397
0,10.74,60.64,8.47,0,0,20.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,1.504077397
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,0.8084469228,2.883123329
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.108446923,2.498151877
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.408446923,2.302585093
0,9.56,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,2.208446923,2.012232792
0,10.72,60.65,8.46,0,0,20.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,1.504077397
0,10.09,60.6,7.98,0,2.41,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3.108446923,0.0953101798
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.904143965,-2.813410717
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.724143965,-3.506557897
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11.15208085,-1.966112856
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.452080846,-2.207274913
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4.102080846,-2.813410717
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10.63599708,-0.3856624808
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6.505997079,-0.8915981193
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3.635997079,-1.347073648
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,11.16782454,-0.07257069283
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10.16782454,-0.06187540372
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7.71782454,-0.2231435513
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6.86782454,-0.2613647641
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4.36782454,-0.5978370008
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9.347263587,1.269760545
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,6.107263587,0.6097655716
0,0,58.51,0.82,2.29,0.81,19.69,1.23,9.4,6.91,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4.037263587,0.3852624008
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,5.054681749,-6.921854203
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,4.054681749,-6.170591213
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,3.044681749,-4.305065594
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,23,2.024681749,-2.739540868
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,4.804956091,-5.163786474
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,3.924956091,-4.028556822
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,2.584956091,-2.009915479
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,40,1.734956091,-0.8794767588
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,4.527263587,-2.198225078
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,3.727263587,-1.64506509
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,2.177263587,-0.118783536
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,70,1.527263587,0.5877866649
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,4.388446923,-1.049822124
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,3.588446923,-0.4109802888
6.06,5.58,59.01,4.54,0,3.7,17.97,0,0,1.79,0,0,0,0,0,0,0,0,0,0.19,0.21,0,0,0,0.16,0,0,0,0.15,0,0.24,0,90,2.048446923,1.211940974
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,5.054681749,-5.554500772
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,4.054681749,-4.758321365
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,3.044681749,-4.034190639
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,23,2.024681749,-3.196625216
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,4.804956091,-4.017383521
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,3.924956091,-2.35598587
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,2.584956091,-1.386294361
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,40,1.734956091,-0.6931471806
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,4.527263587,-3.882464203
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,3.727263587,-0.5447271754
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,2.177263587,-0.0460439385
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,70,1.527263587,1.313723668
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,4.388446923,-1.870802677
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,3.588446923,0.2070141694
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,2.048446923,1.235471471
0,9.57,60.33,7.58,0,2.3,18.0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,90,1.408446923,1.78339122
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,5.054681749,-6.331141915
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,4.054681749,-5.551920125
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,3.044681749,-4.474141924
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,23,2.024681749,-3.139602644
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,4.804956091,-3.717278929
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,3.924956091,-3.564893474
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,2.584956091,-1.760260802
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,40,1.734956091,-0.2876820725
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,4.527263587,-1.870802677
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,3.727263587,-1.666008264
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,2.177263587,-0.2997546537
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,70,1.527263587,0.9820784724
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,4.388446923,-0.9969586349
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,3.588446923,-0.08338160894
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,2.048446923,0.7466879475
2.79,8.5,58.94,6.9,0,2.05,15.97,0,0,1.52,0,0,0,0.79,0,0.65,0,0,0,0.47,0.26,0,0,0,0.16,0,0,0,0.12,0,0.25,0,90,1.408446923,1.528227857
