Glass,Al2O3,B2O3,BaO,CaO,Ce2O3,Cl,Cr2O3,Cs2O,F,Fe2O3,HfO2,K2O,La2O3,Li2O,MgO,MnO2,MoO3,Na2O,NiO,Nd2O3,P2O5,Pr2O3,RuO2,SO3,SiO2,SrO,SnO2,TeO2,TiO2,V2O5,Y2O3,ZnO,ZrO2,Temprature,pH,ln_rate
8Zr,0.000,18.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,90.0,8.0,0.588
OC4,0.000,16.900,0.000,3.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.100,0.000,0.000,0.000,0.000,0.000,0.000,61.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.0,7.0,3.932
Z1C4,0.000,15.900,0.000,3.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.300,0.000,0.000,0.000,0.000,0.000,0.000,61.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,90.0,7.0,3.526
T1C4,0.000,16.800,0.000,3.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.800,0.000,0.000,0.000,0.000,0.000,0.000,60.800,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,90.0,7.0,3.178
H1C4,0.000,15.700,0.000,3.700,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,17.700,0.000,0.000,0.000,0.000,0.000,0.000,61.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.0,7.0,3.258
Z4C4,0.000,17.800,0.000,3.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,56.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.900,90.0,7.0,2.676
T4C4,0.000,17.100,0.000,3.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,57.200,0.000,0.000,0.000,3.900,0.000,0.000,0.000,0.000,90.0,7.0,3.332
H4C4,0.000,17.700,0.000,3.900,0.000,0.000,0.000,0.000,0.000,0.000,3.900,0.000,0.000,0.000,0.000,0.000,0.000,17.700,0.000,0.000,0.000,0.000,0.000,0.000,57.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.0,7.0,2.674
Z8C4,0.000,17.900,0.000,3.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.600,0.000,0.000,0.000,0.000,0.000,0.000,51.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,90.0,7.0,1.386
T8C4,0.000,17.100,0.000,3.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.700,0.000,0.000,0.000,0.000,0.000,0.000,55.800,0.000,0.000,0.000,8.600,0.000,0.000,0.000,0.000,90.0,7.0,2.595
H8C4,0.000,16.100,0.000,3.900,0.000,0.000,0.000,0.000,0.000,0.000,8.400,0.000,0.000,0.000,0.000,0.000,0.000,18.100,0.000,0.000,0.000,0.000,0.000,0.000,53.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.0,7.0,1.131
Z8C8,0.000,16.900,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.500,0.000,0.000,0.000,0.000,0.000,0.000,52.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.100,90.0,7.0,1.435
T8C8,0.000,16.400,0.000,8.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,53.200,0.000,0.000,0.000,8.100,0.000,0.000,0.000,0.000,90.0,7.0,2.230
H8C8,0.000,16.100,0.000,8.300,0.000,0.000,0.000,0.000,0.000,0.000,8.300,0.000,0.000,0.000,0.000,0.000,0.000,14.500,0.000,0.000,0.000,0.000,0.000,0.000,52.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,90.0,7.0,0.642
Silica-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,95.0,7.0,-23.375
Silica-2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.0,7.0,-19.575
Silica-3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.0,7.0,-23.144
Silica-4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.0,7.0,-20.612
Silica-5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,85.0,7.0,-18.539
Silica-6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25.0,7.0,-24.296
SBN,0.000,17.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,68.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,7.0,-1.897
SBNFe,0.000,16.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.700,0.000,0.000,0.000,0.000,0.000,0.000,66.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,7.0,-3.650
SG3-1,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0,6.9,-2.813
SG3-2,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.0,10.0,-3.507
SG3-3,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.0,3.0,-1.966
SG3-4,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.0,6.7,-2.207
SG3-5,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.0,10.1,-2.813
SG3-6,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.0,3.0,-0.386
SG3-7,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.0,7.1,-0.892
SG3-8,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.0,10.0,-1.347
SG3-9,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,2.0,-0.073
SG3-10,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,3.0,-0.062
SG3-11,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,5.5,-0.223
SG3-12,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,6.3,-0.261
SG3-13,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.0,8.8,-0.598
SG3-14,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.0,3.3,1.270
SG3-15,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.0,6.5,0.610
SG3-16,1.148,0.000,0.000,19.484,0.000,0.000,0.000,0.000,0.000,0.489,0.000,13.256,0.000,0.000,6.454,0.748,0.000,1.154,0.000,0.000,1.741,0.000,0.000,0.000,55.525,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,70.0,8.6,0.385
Sphene,8.720,0.000,0.000,26.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.330,0.000,0.000,0.000,0.000,50.280,0.000,0.000,0.000,11.610,0.000,0.000,0.000,0.000,90.0,6.1,-1.050
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,30.0,11.5,-2.696
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,30.0,13.0,-2.189
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,30.0,14.0,-1.590
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,30.0,13.5,-3.189
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,40.0,4.5,-4.828
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,40.0,5.5,-6.645
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,40.0,7.0,-9.210
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,40.0,9.0,-3.912
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,50.0,4.5,-5.449
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,50.0,5.5,-5.185
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,50.0,7.0,-7.131
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,70.0,4.5,-6.215
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,70.0,9.5,-3.902
ISG,3.800,16.000,0.000,5.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.600,0.000,0.000,0.000,0.000,0.000,0.000,60.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.700,70.0,7.0,-4.595
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,22.7,9.0,-6.425
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,22.7,10.0,-6.126
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,22.7,11.0,-4.261
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,22.7,12.0,-2.764
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,40.9,8.7,-5.159
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,40.9,9.6,-4.122
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,40.2,10.9,-2.326
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,39.9,11.7,-1.059
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,71.0,8.1,-2.234
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,71.0,8.9,-1.681
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,70.1,10.4,-0.161
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,70.1,11.1,0.553
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,90.6,7.7,-1.175
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,90.6,8.5,-0.415
AFCI,6.010,9.060,0.000,5.830,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.680,7.380,0.000,0.000,0.000,0.000,0.000,0.000,58.400,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.610,90.5,10.1,1.244
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,23.0,8.0,-6.794
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,23.0,9.0,-6.517
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,23.0,10.0,-4.951
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,23.0,11.0,-4.583
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,23.0,12.0,-3.547
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,40.0,7.9,-4.836
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,40.0,8.7,-4.491
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,40.0,9.6,-3.362
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,40.0,10.9,-3.040
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,40.0,11.7,-2.096
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,70.0,8.1,-3.984
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,70.0,8.9,-2.349
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,70.0,10.4,-1.704
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,70.0,11.1,-0.783
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,90.0,7.7,-1.152
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,90.0,8.5,-0.138
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,90.0,10.1,0.092
EWG-C,5.760,9.370,0.000,6.400,0.000,0.390,0.000,0.000,1.100,0.410,0.000,0.280,0.000,4.370,2.430,0.000,0.000,20.010,0.000,0.000,0.000,0.000,0.000,0.570,42.960,0.000,0.870,0.000,0.000,0.000,0.000,2.410,1.590,90.0,10.7,1.013
IDF1-B2,6.650,7.110,0.000,1.330,0.000,0.210,0.000,0.000,1.750,0.470,0.000,0.090,0.000,0.000,1.850,0.060,0.000,27.350,0.000,0.000,0.000,0.000,0.000,0.440,45.000,0.000,0.490,0.000,0.000,0.000,0.000,3.040,2.990,23.0,8.3,-7.139
IDF1-B2,6.650,7.110,0.000,1.330,0.000,0.210,0.000,0.000,1.750,0.470,0.000,0.090,0.000,0.000,1.850,0.060,0.000,27.350,0.000,0.000,0.000,0.000,0.000,0.440,45.000,0.000,0.490,0.000,0.000,0.000,0.000,3.040,2.990,23.0,9.0,-6.425
IDF1-B2,6.650,7.110,0.000,1.330,0.000,0.210,0.000,0.000,1.750,0.470,0.000,0.090,0.000,0.000,1.850,0.060,0.000,27.350,0.000,0.000,0.000,0.000,0.000,0.440,45.000,0.000,0.490,0.000,0.000,0.000,0.000,3.040,2.990,23.0,10.0,-5.389
IDF1-B2,6.650,7.110,0.000,1.330,0.000,0.210,0.000,0.000,1.750,0.470,0.000,0.090,0.000,0.000,1.850,0.060,0.000,27.350,0.000,0.000,0.000,0.000,0.000,0.440,45.000,0.000,0.490,0.000,0.000,0.000,0.000,3.040,2.990,23.0,11.0,-5.228
IDF1-B2,6.650,7.110,0.000,1.330,0.000,0.210,0.000,0.000,1.750,0.470,0.000,0.090,0.000,0.000,1.850,0.060,0.000,27.350,0.000,0.000,0.000,0.000,0.000,0.440,45.000,0.000,0.490,0.000,0.000,0.000,0.000,3.040,2.990,23.0,12.0,-3.524
